Time,Noisy Signal,Clean Signal
309.8499,254,1566
309.8999,1369,1653
309.9499,1039,1746
309.9999,1771,1844
310.0499,2112,1945
310.0999,1653,2047
310.1499,2509,2150
310.1999,2451,2251
310.2499,2495,2349
310.2999,4095,2442
310.3499,3895,2529
310.3999,3083,2608
310.4499,3098,2679
310.4999,2816,2739
310.5499,2932,2789
310.5999,2900,2826
310.6499,3001,2852
310.6999,2717,2865
310.7499,2845,2865
310.7999,2947,2852
310.8499,2769,2826
310.8999,2484,2789
310.9499,3105,2739
310.9999,2258,2679
311.0499,2354,2608
311.0999,2733,2529
311.1499,2223,2442
311.1999,2127,2349
311.2499,2757,2251
311.2999,2515,2150
311.3499,2372,2048
311.3999,1974,1945
311.4499,1993,1844
311.4999,1535,1746
311.5499,1777,1653
311.5999,1796,1566
311.6499,1005,1487
311.6999,1711,1416
311.7499,1261,1356
311.7999,1371,1306
311.8499,355,1269
311.8999,1428,1243
311.9499,746,1230
311.9999,1026,1230
312.0499,1168,1243
312.0999,1684,1269
312.1499,1573,1306
312.1999,1864,1356
312.2499,1335,1416
312.2999,1548,1487
312.3499,1643,1566
312.3999,1648,1653
312.4499,1674,1746
312.4999,1836,1844
312.5499,2214,1945
312.5999,1986,2047
312.6499,2102,2150
312.6999,2052,2251
312.7499,3774,2349
312.7999,2021,2442
312.8499,2904,2529
312.8999,2821,2608
312.9499,2987,2679
312.9999,2663,2739
313.0499,2754,2789
313.0999,3197,2826
313.1499,2672,2852
313.1999,3088,2865
313.2499,2726,2865
313.2999,3010,2852
313.3499,2712,2826
313.3999,2895,2789
313.4499,2719,2739
313.4999,2661,2679
313.5499,2422,2608
313.5999,2858,2529
313.6499,2365,2442
313.6999,1836,2349
313.7499,2429,2251
313.7999,2019,2150
313.8499,0,2047
313.8999,2160,1945
313.9499,1761,1844
313.9999,2262,1746
314.0499,1419,1653
314.0999,1721,1566
314.1499,1726,1487
314.1999,1668,1416
314.2499,1256,1356
314.2999,756,1306
314.3499,1786,1269
314.3999,1686,1243
314.4499,1247,1230
314.4999,1368,1230
314.5499,1364,1243
314.5999,1237,1269
314.6499,1253,1306
314.6999,1005,1356
314.7499,2929,1416
314.7999,2135,1487
314.8499,2590,1566
314.8999,2966,1653
314.9499,2029,1746
314.9999,2145,1844
315.0499,1658,1945
315.0999,2213,2047
315.1499,2619,2150
315.1999,2311,2251
315.2499,2183,2349
315.2999,2920,2442
315.3499,2527,2529
315.3999,2254,2608
315.4499,2511,2679
315.4999,2450,2739
315.5499,2450,2789
315.5999,2918,2826
315.6499,2120,2852
315.6999,3013,2865
315.7499,3187,2865
315.7999,3193,2852
315.8499,3999,2826
315.8999,3010,2789
315.9499,3036,2739
315.9999,3000,2679
316.0499,2175,2608
316.0999,2146,2529
316.1499,2661,2442
316.1999,1842,2349
316.2499,2111,2251
316.2999,1906,2150
316.3499,1845,2047
316.3999,1886,1945
316.4499,2173,1844
316.4999,1088,1746
316.5499,1395,1653
316.5999,1920,1566
316.6499,572,1487
316.6999,856,1416
316.7499,2022,1356
316.7999,1871,1306
316.8499,1255,1269
316.8999,1299,1243
316.9499,1549,1230
316.9999,1086,1230
317.0499,1287,1243
317.0999,1475,1269
317.1499,672,1306
317.1999,811,1356
317.2499,1361,1416
317.2999,2031,1487
317.3499,2094,1566
317.3999,1507,1653
317.4499,1565,1746
317.4999,1428,1844
317.5499,2519,1945
317.5999,1901,2047
317.6499,1954,2150
317.6999,2320,2251
317.7499,3735,2349
317.7999,2431,2442
317.8499,2723,2529
317.8999,2694,2608
317.9499,2900,2679
317.9999,2711,2739
318.0499,2538,2789
318.0999,3065,2826
318.1499,3528,2852
318.1999,3015,2865
318.2499,2388,2865
318.2999,2595,2852
318.3499,2876,2826
318.3999,1625,2789
318.4499,2387,2739
318.4999,2576,2679
318.5499,2454,2608
318.5999,2501,2529
318.6499,1972,2442
318.6999,1738,2349
318.7499,2341,2251
318.7999,1979,2150
318.8499,2218,2048
318.8999,1472,1945
318.9499,1963,1844
318.9999,1629,1746
319.0499,1393,1653
319.0999,1787,1566
319.1499,721,1487
319.1999,1126,1416
319.2499,3255,1356
319.2999,1336,1306
319.3499,195,1269
319.3999,1678,1243
319.4499,1223,1230
319.4999,1009,1230
319.5499,1299,1243
319.5999,1616,1269
319.6499,1169,1306
319.6999,886,1356
319.7499,1293,1416
319.7999,1179,1487
319.8499,1479,1566
319.8999,824,1653
319.9499,2073,1746
319.9999,1253,1844
320.0499,2256,1945
320.0999,2112,2047
320.1499,2127,2150
320.1999,2823,2251
320.2499,2894,2349
320.2999,2805,2442
320.3499,3349,2529
320.3999,2716,2608
320.4499,2402,2679
320.4999,2454,2739
320.5499,2358,2789
320.5999,990,2826
320.6499,4095,2852
320.6999,3195,2865
320.7499,2950,2865
320.7999,2814,2852
320.8499,2512,2826
320.8999,2558,2789
320.9499,3302,2739
320.9999,2541,2679
321.0499,4095,2608
321.0999,2379,2529
321.1499,2881,2442
321.1999,2033,2349
321.2499,1856,2251
321.2999,2193,2150
321.3499,1217,2047
321.3999,1727,1945
321.4499,1842,1844
321.4999,2069,1746
321.5499,1637,1653
321.5999,3921,1566
321.6499,1595,1487
321.6999,1428,1416
321.7499,1827,1356
321.7999,1263,1306
321.8499,2003,1269
321.8999,1362,1243
321.9499,721,1230
321.9999,1420,1230
322.0499,0,1243
322.0999,1210,1269
322.1499,1233,1306
322.1999,829,1356
322.2499,3106,1416
322.2999,1993,1487
322.3499,1577,1566
322.3999,1161,1653
322.4499,1394,1746
322.4999,1880,1844
322.5499,1725,1945
322.5999,1869,2048
322.6499,1783,2150
322.6999,2322,2251
322.7499,2245,2349
322.7999,1970,2442
322.8499,2681,2529
322.8999,2675,2608
322.9499,2533,2679
322.9999,3036,2739
323.0499,2763,2789
323.0999,2657,2826
323.1499,3058,2852
323.1999,3132,2865
323.2499,2029,2865
323.2999,3235,2852
323.3499,2857,2826
323.3999,3374,2789
323.4499,966,2739
323.4999,2399,2679
323.5499,2838,2608
323.5999,2549,2529
323.6499,2859,2442
323.6999,2320,2349
323.7499,2085,2251
323.7999,2332,2150
323.8499,2101,2047
323.8999,1347,1945
323.9499,1491,1844
323.9999,1880,1746
324.0499,1653,1653
324.0999,1774,1566
324.1499,1299,1487
324.1999,1064,1416
324.2499,1426,1356
324.2999,1269,1306
324.3499,1049,1269
324.3999,2052,1243
324.4499,1164,1230
324.4999,697,1230
324.5499,0,1243
324.5999,1084,1269
324.6499,1398,1306
324.6999,3872,1356
324.7499,1388,1416
324.7999,1722,1487
324.8499,1099,1566
324.8999,1814,1653
324.9499,2744,1746
324.9999,3150,1844
325.0499,1969,1945
325.0999,1865,2047
325.1499,2189,2150
325.1999,1964,2251
325.2499,1706,2349
325.2999,2097,2442
325.3499,2703,2529
325.3999,2331,2608
325.4499,2095,2679
325.4999,3675,2739
325.5499,2514,2789
325.5999,3068,2826
325.6499,3495,2852
325.6999,2560,2865
325.7499,2835,2865
325.7999,2452,2852
325.8499,3308,2826
325.8999,2347,2789
325.9499,4095,2739
325.9999,2540,2679
326.0499,2834,2608
326.0999,2440,2529
326.1499,2669,2442
326.1999,2169,2349
326.2499,2369,2251
326.2999,1616,2150
326.3499,2081,2047
326.3999,1456,1945
326.4499,1774,1844
326.4999,2135,1746
326.5499,1232,1653
326.5999,1467,1566
326.6499,1167,1487
326.6999,1868,1416
326.7499,2042,1356
326.7999,2133,1306
326.8499,1893,1269
326.8999,1377,1243
326.9499,938,1230
326.9999,1034,1230
327.0499,1877,1243
327.0999,885,1269
327.1499,654,1306
327.1999,1482,1356
327.2499,1108,1416
327.2999,1491,1487
327.3499,1218,1566
327.3999,1708,1653
327.4499,1379,1746
327.4999,1626,1844
327.5499,2240,1945
327.5999,2207,2047
327.6499,2202,2150
327.6999,1951,2251
327.7499,2482,2349
327.7999,2661,2442
327.8499,2105,2529
327.8999,2414,2608
327.9499,2755,2679
327.9999,2611,2739
328.0499,4095,2789
328.0999,2538,2826
328.1499,2733,2852
328.1999,2739,2865
328.2499,1894,2865
328.2999,2642,2852
328.3499,3103,2826
328.3999,2186,2789
328.4499,3373,2739
328.4999,2781,2679
328.5499,2448,2608
328.5999,2967,2529
328.6499,2506,2442
328.6999,4017,2349
328.7499,1898,2251
328.7999,2032,2150
328.8499,1466,2047
328.8999,1690,1945
328.9499,2193,1844
328.9999,2241,1746
329.0499,1485,1653
329.0999,1751,1566
329.1499,1886,1487
329.1999,1354,1416
329.2499,928,1356
329.2999,547,1306
329.3499,226,1269
329.3999,978,1243
329.4499,1432,1230
329.4999,957,1230
329.5499,1333,1243
329.5999,1042,1269
329.6499,858,1306
329.6999,1499,1356
329.7499,1857,1416
329.7999,1255,1487
329.8499,1162,1566
329.8999,1901,1653
329.9499,4095,1746
329.9999,725,1844
330.0499,1785,1945
330.0999,2403,2047
330.1499,1610,2150
330.1999,2178,2251
330.2499,2036,2349
330.2999,2236,2442
330.3499,2782,2529
330.3999,1143,2608
330.4499,3403,2679
330.4999,2966,2739
330.5499,3054,2789
330.5999,2869,2826
330.6499,3254,2852
330.6999,2425,2865
330.7499,3225,2865
330.7999,2988,2852
330.8499,2676,2826
330.8999,3186,2789
330.9499,2336,2739
330.9999,2187,2679
331.0499,3223,2608
331.0999,2637,2529
331.1499,2607,2442
331.1999,2824,2349
331.2499,2704,2251
331.2999,2398,2150
331.3499,1584,2048
331.3999,2076,1945
331.4499,2626,1844
331.4999,1718,1746
331.5499,1358,1653
331.5999,1008,1566
331.6499,1885,1487
331.6999,4095,1416
331.7499,1583,1356
331.7999,1755,1306
331.8499,1231,1269
331.8999,2104,1243
331.9499,1238,1230
331.9999,1501,1230
332.0499,676,1243
332.0999,1826,1269
332.1499,1364,1306
332.1999,692,1356
332.2499,1828,1416
332.2999,1596,1487
332.3499,2104,1566
332.3999,1483,1653
332.4499,1483,1746
332.4999,1381,1844
332.5499,1014,1945
332.5999,2114,2047
332.6499,302,2150
332.6999,2418,2251
332.7499,2695,2349
332.7999,1919,2442
332.8499,2475,2529
332.8999,2064,2608
332.9499,2937,2679
332.9999,4071,2739
333.0499,3741,2789
333.0999,1031,2826
333.1499,3209,2852
333.1999,3122,2865
333.2499,2623,2865
333.2999,3664,2852
333.3499,3941,2826
333.3999,3322,2789
333.4499,2980,2739
333.4999,2668,2679
333.5499,2402,2608
333.5999,2503,2529
333.6499,2370,2442
333.6999,2898,2349
333.7499,2616,2251
333.7999,3095,2150
333.8499,2055,2047
333.8999,1765,1945
333.9499,2166,1844
333.9999,1910,1746
334.0499,1763,1653
334.0999,1367,1566
334.1499,959,1487
334.1999,1616,1416
334.2499,1043,1356
334.2999,1077,1306
334.3499,1649,1269
334.3999,1062,1243
334.4499,836,1230
334.4999,1389,1230
334.5499,1299,1243
334.5999,1490,1269
334.6499,1489,1306
334.6999,1884,1356
334.7499,1726,1416
334.7999,1334,1487
334.8499,1566,1566
334.8999,1750,1653
334.9499,1536,1746
334.9999,2177,1844
335.0499,2230,1945
335.0999,2378,2048
335.1499,2132,2150
335.1999,2095,2251
335.2499,2884,2349
335.2999,2589,2442
335.3499,2264,2529
335.3999,2861,2608
335.4499,2930,2679
335.4999,2717,2739
335.5499,2583,2789
335.5999,517,2826
335.6499,1966,2852
335.6999,3763,2865
335.7499,4095,2865
335.7999,2316,2852
335.8499,4095,2826
335.8999,2631,2789
335.9499,2660,2739
335.9999,2528,2679
336.0499,2819,2608
336.0999,2515,2529
336.1499,2000,2442
336.1999,1656,2349
336.2499,1878,2251
336.2999,2178,2150
336.3499,2445,2047
336.3999,1637,1945
336.4499,2083,1844
336.4999,1093,1746
336.5499,1678,1653
336.5999,1764,1566
336.6499,1719,1487
336.6999,1232,1416
336.7499,3038,1356
336.7999,842,1306
336.8499,1003,1269
336.8999,1178,1243
336.9499,1322,1230
336.9999,1049,1230
337.0499,1338,1243
337.0999,1560,1269
337.1499,1458,1306
337.1999,850,1356
337.2499,1888,1416
337.2999,1126,1487
337.3499,1890,1566
337.3999,1701,1653
337.4499,1252,1746
337.4999,1151,1844
337.5499,1603,1945
337.5999,1578,2048
337.6499,2504,2150
337.6999,2007,2251
337.7499,2838,2349
337.7999,2804,2442
337.8499,2810,2529
337.8999,2594,2608
337.9499,3154,2679
337.9999,2550,2739
338.0499,2737,2789
338.0999,2141,2826
338.1499,2870,2852
338.1999,4095,2865
338.2499,2605,2865
338.2999,3137,2852
338.3499,2796,2826
338.3999,2977,2789
338.4499,2255,2739
338.4999,3219,2679
338.5499,3322,2608
338.5999,2787,2529
338.6499,3347,2442
338.6999,33,2349
338.7499,151,2251
338.7999,2269,2150
338.8499,2025,2047
338.8999,2049,1945
338.9499,2410,1844
338.9999,2271,1746
339.0499,1789,1653
339.0999,1723,1566
339.1499,1308,1487
339.1999,1750,1416
339.2499,1230,1356
339.2999,2074,1306
339.3499,1446,1269
339.3999,981,1243
339.4499,1228,1230
339.4999,1195,1230
339.5499,1844,1243
339.5999,1606,1269
339.6499,1092,1306
339.6999,2228,1356
339.7499,1809,1416
339.7999,1898,1487
339.8499,1311,1566
339.8999,2224,1653
339.9499,1719,1746
339.9999,1650,1844
340.0499,2002,1945
340.0999,1930,2048
340.1499,298,2150
340.1999,2517,2251
340.2499,1930,2349
340.2999,2779,2442
340.3499,2238,2529
340.3999,2983,2608
340.4499,3184,2679
340.4999,2004,2739
340.5499,2931,2789
340.5999,3242,2826
340.6499,2148,2852
340.6999,2481,2865
340.7499,3662,2865
340.7999,2816,2852
340.8499,2281,2826
340.8999,3287,2789
340.9499,2186,2739
340.9999,2450,2679
341.0499,3071,2608
341.0999,3019,2529
341.1499,2225,2442
341.1999,2320,2349
341.2499,1555,2251
341.2999,2161,2150
341.3499,4095,2048
341.3999,2252,1945
341.4499,2330,1844
341.4999,1919,1746
341.5499,1806,1653
341.5999,1966,1566
341.6499,1290,1487
341.6999,1503,1416
341.7499,1771,1356
341.7999,652,1306
341.8499,1463,1269
341.8999,1101,1243
341.9499,933,1230
341.9999,1488,1230
342.0499,1193,1243
342.0999,960,1269
342.1499,663,1306
342.1999,1038,1356
342.2499,461,1416
342.2999,1328,1487
342.3499,1870,1566
342.3999,1696,1653
342.4499,2132,1746
342.4999,1769,1844
342.5499,2346,1945
342.5999,1500,2048
342.6499,2070,2150
342.6999,2591,2251
342.7499,1859,2349
342.7999,2779,2442
342.8499,3164,2529
342.8999,3010,2608
342.9499,2971,2679
342.9999,2264,2739
343.0499,4095,2789
343.0999,2486,2826
343.1499,3389,2852
343.1999,3510,2865
343.2499,3398,2865
343.2999,3062,2852
343.3499,2717,2826
343.3999,3585,2789
343.4499,2722,2739
343.4999,4095,2679
343.5499,3179,2608
343.5999,2477,2529
343.6499,2809,2442
343.6999,1983,2349
343.7499,1448,2251
343.7999,328,2150
343.8499,1738,2047
343.8999,2126,1945
343.9499,1747,1844
343.9999,2395,1746
344.0499,1868,1653
344.0999,1602,1566
344.1499,796,1487
344.1999,1376,1416
344.2499,950,1356
344.2999,1791,1306
344.3499,1869,1269
344.3999,443,1243
344.4499,1562,1230
344.4999,1599,1230
344.5499,1102,1243
344.5999,1722,1269
344.6499,2131,1306
344.6999,1534,1356
344.7499,894,1416
344.7999,974,1487
344.8499,0,1566
344.8999,2367,1653
344.9499,1843,1746
344.9999,1185,1844
345.0499,1457,1945
345.0999,0,2048
345.1499,2009,2150
345.1999,2697,2251
345.2499,2768,2349
345.2999,2612,2442
345.3499,2767,2529
345.3999,2626,2608
345.4499,2342,2679
345.4999,2909,2739
345.5499,2618,2789
345.5999,2843,2826
345.6499,3300,2852
345.6999,2650,2865
345.7499,3365,2865
345.7999,3219,2852
345.8499,2807,2826
345.8999,3041,2789
345.9499,3734,2739
345.9999,2993,2679
346.0499,3248,2608
346.0999,2579,2529
346.1499,2372,2442
346.1999,2142,2349
346.2499,2097,2251
346.2999,2629,2150
346.3499,0,2047
346.3999,1219,1945
346.4499,1065,1844
346.4999,2101,1746
346.5499,1974,1653
346.5999,1719,1566
346.6499,120,1487
346.6999,1688,1416
346.7499,654,1356
346.7999,2134,1306
346.8499,572,1269
346.8999,1242,1243
346.9499,657,1230
346.9999,1101,1230
347.0499,1604,1243
347.0999,1200,1269
347.1499,1786,1306
347.1999,2160,1356
347.2499,2390,1416
347.2999,1909,1487
347.3499,1720,1566
347.3999,2399,1653
347.4499,445,1746
347.4999,1825,1844
347.5499,1980,1945
347.5999,1647,2047
347.6499,2427,2150
347.6999,1654,2251
347.7499,2077,2349
347.7999,2890,2442
347.8499,2974,2529
347.8999,3018,2608
347.9499,2379,2679
347.9999,3177,2739
348.0499,2977,2789
348.0999,3016,2826
348.1499,3080,2852
348.1999,1996,2865
348.2499,2485,2865
348.2999,3185,2852
348.3499,2471,2826
348.3999,2811,2789
348.4499,2840,2739
348.4999,2695,2679
348.5499,1894,2608
348.5999,2250,2529
348.6499,2547,2442
348.6999,2725,2349
348.7499,1447,2251
348.7999,2209,2150
348.8499,2633,2048
348.8999,1295,1945
348.9499,1808,1844
348.9999,1622,1746
349.0499,2943,1653
349.0999,2134,1566
349.1499,1365,1487
349.1999,725,1416
349.2499,1266,1356
349.2999,1125,1306
349.3499,1179,1269
349.3999,0,1243
349.4499,1061,1230
349.4999,559,1230
349.5499,1315,1243
349.5999,1284,1269
349.6499,1329,1306
349.6999,1892,1356
349.7499,1441,1416
349.7999,1280,1487
349.8499,1168,1566
349.8999,1741,1653
349.9499,1563,1746
349.9999,1437,1844
350.0499,2266,1945
350.0999,2251,2048
350.1499,1664,2150
350.1999,1596,2251
350.2499,2628,2349
350.2999,2575,2442
350.3499,2192,2529
350.3999,2717,2608
350.4499,2586,2679
350.4999,3336,2739
350.5499,2237,2789
350.5999,3157,2826
350.6499,2961,2852
350.6999,2996,2865
350.7499,3465,2865
350.7999,2701,2852
350.8499,2911,2826
350.8999,1892,2789
350.9499,2193,2739
350.9999,3216,2679
351.0499,2648,2608
351.0999,2603,2529
351.1499,2425,2442
351.1999,3331,2349
351.2499,3558,2251
351.2999,1943,2150
351.3499,2283,2047
351.3999,2322,1945
351.4499,1384,1844
351.4999,1865,1746
351.5499,1619,1653
351.5999,1555,1566
351.6499,1257,1487
351.6999,1003,1416
351.7499,1824,1356
351.7999,1439,1306
351.8499,1580,1269
351.8999,1510,1243
351.9499,1049,1230
351.9999,1550,1230
352.0499,1517,1243
352.0999,1096,1269
352.1499,1362,1306
352.1999,1568,1356
352.2499,953,1416
352.2999,1535,1487
352.3499,1583,1566
352.3999,2080,1653
352.4499,1357,1746
352.4999,1947,1844
352.5499,1773,1945
352.5999,2245,2048
352.6499,2242,2150
352.6999,1819,2251
352.7499,1944,2349
352.7999,2033,2442
352.8499,2792,2529
352.8999,2361,2608
352.9499,3378,2679
352.9999,2729,2739
353.0499,2916,2789
353.0999,3079,2826
353.1499,2707,2852
353.1999,3064,2865
353.2499,2819,2865
353.2999,539,2852
353.3499,3254,2826
353.3999,3027,2789
353.4499,2261,2739
353.4999,3123,2679
353.5499,2581,2608
353.5999,2380,2529
353.6499,2166,2442
353.6999,2054,2349
353.7499,2171,2251
353.7999,3151,2150
353.8499,2203,2048
353.8999,509,1945
353.9499,2010,1844
353.9999,2307,1746
354.0499,1910,1653
354.0999,1687,1566
354.1499,1255,1487
354.1999,2228,1416
354.2499,1006,1356
354.2999,1889,1306
354.3499,1724,1269
354.3999,967,1243
354.4499,2718,1230
354.4999,899,1230
354.5499,895,1243
354.5999,1093,1269
354.6499,1090,1306
354.6999,1691,1356
354.7499,774,1416
354.7999,1835,1487
354.8499,1736,1566
354.8999,1144,1653
354.9499,1777,1746
354.9999,1681,1844
355.0499,1673,1945
355.0999,2481,2048
355.1499,1962,2150
355.1999,1834,2251
355.2499,2182,2349
355.2999,2044,2442
355.3499,2088,2529
355.3999,2375,2608
355.4499,2909,2679
355.4999,3100,2739
355.5499,2424,2789
355.5999,2693,2826
355.6499,3300,2852
355.6999,3485,2865
355.7499,2159,2865
355.7999,2460,2852
355.8499,4095,2826
355.8999,2277,2789
355.9499,3033,2739
355.9999,2533,2679
356.0499,3136,2608
356.0999,2424,2529
356.1499,536,2442
356.1999,2575,2349
356.2499,1897,2251
356.2999,2470,2150
356.3499,1495,2047
356.3999,2088,1945
356.4499,1786,1844
356.4999,1670,1746
356.5499,1470,1653
356.5999,811,1566
356.6499,1861,1487
356.6999,1173,1416
356.7499,1710,1356
356.7999,1432,1306
356.8499,1288,1269
356.8999,779,1243
356.9499,683,1230
356.9999,1697,1230
357.0499,1514,1243
357.0999,925,1269
357.1499,1098,1306
357.1999,1576,1356
357.2499,1728,1416
357.2999,1573,1487
357.3499,1744,1566
357.3999,871,1653
357.4499,632,1746
357.4999,1547,1844
357.5499,1590,1945
357.5999,1901,2048
357.6499,3530,2150
357.6999,1971,2251
357.7499,2023,2349
357.7999,2223,2442
357.8499,2575,2529
357.8999,2077,2608
357.9499,3092,2679
357.9999,4095,2739
358.0499,2979,2789
358.0999,2958,2826
358.1499,2691,2852
358.1999,2386,2865
358.2499,3407,2865
358.2999,2809,2852
358.3499,2794,2826
358.3999,2451,2789
358.4499,2442,2739
358.4999,2473,2679
358.5499,2553,2608
358.5999,2941,2529
358.6499,1907,2442
358.6999,2758,2349
358.7499,2497,2251
358.7999,2278,2150
358.8499,2419,2047
358.8999,1013,1945
358.9499,1456,1844
358.9999,2193,1746
359.0499,1737,1653
359.0999,1438,1566
359.1499,2405,1487
359.1999,930,1416
359.2499,1404,1356
359.2999,1715,1306
359.3499,833,1269
359.3999,1318,1243
359.4499,1147,1230
359.4999,1837,1230
359.5499,2402,1243
359.5999,1019,1269
359.6499,1835,1306
359.6999,1100,1356
359.7499,1573,1416
359.7999,1595,1487
359.8499,1870,1566
359.8999,1511,1653
359.9499,1990,1746
359.9999,1810,1844
360.0499,1962,1945
360.0999,2352,2047
360.1499,2210,2150
360.1999,3067,2251
360.2499,2825,2349
360.2999,4095,2442
360.3499,2691,2529
360.3999,2592,2608
360.4499,3315,2679
360.4999,2711,2739
360.5499,2316,2789
360.5999,2742,2826
360.6499,3176,2852
360.6999,2797,2865
360.7499,3059,2865
360.7999,2417,2852
360.8499,2239,2826
360.8999,2803,2789
360.9499,2409,2739
360.9999,3758,2679
361.0499,2868,2608
361.0999,2271,2529
361.1499,2037,2442
361.1999,2281,2349
361.2499,2261,2251
361.2999,1496,2150
361.3499,2505,2048
361.3999,2143,1945
361.4499,2017,1844
361.4999,1283,1746
361.5499,0,1653
361.5999,1146,1566
361.6499,1054,1487
361.6999,1563,1416
361.7499,883,1356
361.7999,1250,1306
361.8499,1187,1269
361.8999,1255,1243
361.9499,3817,1230
361.9999,489,1230
362.0499,1715,1243
362.0999,1587,1269
362.1499,1517,1306
362.1999,1407,1356
362.2499,1687,1416
362.2999,1235,1487
362.3499,1331,1566
362.3999,1702,1653
362.4499,2246,1746
362.4999,2222,1844
362.5499,1767,1945
362.5999,1893,2047
362.6499,2530,2150
362.6999,2588,2251
362.7499,2366,2349
362.7999,2260,2442
362.8499,2390,2529
362.8999,2565,2608
362.9499,3026,2679
362.9999,2569,2739
363.0499,2120,2789
363.0999,3399,2826
363.1499,2347,2852
363.1999,2935,2865
363.2499,1501,2865
363.2999,2469,2852
363.3499,2667,2826
363.3999,2874,2789
363.4499,2835,2739
363.4999,3058,2679
363.5499,2315,2608
363.5999,1255,2529
363.6499,2593,2442
363.6999,1387,2349
363.7499,2335,2251
363.7999,1594,2150
363.8499,1896,2048
363.8999,2227,1945
363.9499,3377,1844
363.9999,1660,1746
364.0499,1499,1653
364.0999,1417,1566
364.1499,1666,1487
364.1999,3763,1416
364.2499,1331,1356
364.2999,2144,1306
364.3499,1658,1269
364.3999,1065,1243
364.4499,1447,1230
364.4999,1455,1230
364.5499,1669,1243
364.5999,1342,1269
364.6499,898,1306
364.6999,1531,1356
364.7499,654,1416
364.7999,933,1487
364.8499,1264,1566
364.8999,1744,1653
364.9499,2091,1746
364.9999,1869,1844
365.0499,1877,1945
365.0999,1982,2047
365.1499,1790,2150
365.1999,1671,2251
365.2499,2648,2349
365.2999,3053,2442
365.3499,1779,2529
365.3999,2864,2608
365.4499,3054,2679
365.4999,3016,2739
365.5499,3684,2789
365.5999,2291,2826
365.6499,2407,2852
365.6999,3082,2865
365.7499,2988,2865
365.7999,3303,2852
365.8499,3651,2826
365.8999,2660,2789
365.9499,2712,2739
365.9999,1905,2679
366.0499,4095,2608
366.0999,2481,2529
366.1499,2790,2442
366.1999,2290,2349
366.2499,2092,2251
366.2999,1957,2150
366.3499,1179,2048
366.3999,1950,1945
366.4499,1296,1844
366.4999,1676,1746
366.5499,2210,1653
366.5999,2425,1566
366.6499,911,1487
366.6999,1168,1416
366.7499,1272,1356
366.7999,623,1306
366.8499,1430,1269
366.8999,1411,1243
366.9499,536,1230
366.9999,765,1230
367.0499,921,1243
367.0999,873,1269
367.1499,0,1306
367.1999,655,1356
367.2499,634,1416
367.2999,977,1487
367.3499,1378,1566
367.3999,1716,1653
367.4499,1890,1746
367.4999,1370,1844
367.5499,1657,1945
367.5999,1965,2047
367.6499,2322,2150
367.6999,1842,2251
367.7499,2889,2349
367.7999,2678,2442
367.8499,2423,2529
367.8999,2465,2608
367.9499,3475,2679
367.9999,2734,2739
368.0499,3433,2789
368.0999,2777,2826
368.1499,3028,2852
368.1999,2975,2865
368.2499,3083,2865
368.2999,3401,2852
368.3499,2619,2826
368.3999,3172,2789
368.4499,2669,2739
368.4999,2890,2679
368.5499,2636,2608
368.5999,2214,2529
368.6499,1958,2442
368.6999,2197,2349
368.7499,1888,2251
368.7999,2551,2150
368.8499,2337,2048
368.8999,1861,1945
368.9499,1944,1844
368.9999,1157,1746
369.0499,1528,1653
369.0999,1562,1566
369.1499,1505,1487
369.1999,1058,1416
369.2499,961,1356
369.2999,1191,1306
369.3499,595,1269
369.3999,1592,1243
369.4499,1795,1230
369.4999,1779,1230
369.5499,887,1243
369.5999,852,1269
369.6499,1837,1306
369.6999,4095,1356
369.7499,1668,1416
369.7999,1464,1487
369.8499,1119,1566
369.8999,686,1653
369.9499,2297,1746
369.9999,1849,1844
370.0499,1705,1945
370.0999,1564,2047
370.1499,2095,2150
370.1999,2167,2251
370.2499,2830,2349
370.2999,2615,2442
370.3499,2149,2529
370.3999,3077,2608
370.4499,2252,2679
370.4999,2617,2739
370.5499,2826,2789
370.5999,2787,2826
370.6499,2446,2852
370.6999,2742,2865
370.7499,2917,2865
370.7999,3189,2852
370.8499,2386,2826
370.8999,2332,2789
370.9499,2559,2739
370.9999,3160,2679
371.0499,2535,2608
371.0999,2459,2529
371.1499,932,2442
371.1999,2354,2349
371.2499,1273,2251
371.2999,2229,2150
371.3499,1484,2048
371.3999,2100,1945
371.4499,1939,1844
371.4999,1162,1746
371.5499,1567,1653
371.5999,0,1566
371.6499,1693,1487
371.6999,994,1416
371.7499,1349,1356
371.7999,1687,1306
371.8499,1040,1269
371.8999,1342,1243
371.9499,1738,1230
371.9999,1169,1230
372.0499,1185,1243
372.0999,1862,1269
372.1499,1110,1306
372.1999,1706,1356
372.2499,3389,1416
372.2999,1543,1487
372.3499,1594,1566
372.3999,1018,1653
372.4499,1438,1746
372.4999,1608,1844
372.5499,1076,1945
372.5999,3385,2048
372.6499,2412,2150
372.6999,2726,2251
372.7499,613,2349
372.7999,2486,2442
372.8499,2394,2529
372.8999,2465,2608
372.9499,3067,2679
372.9999,2427,2739
373.0499,3242,2789
373.0999,2847,2826
373.1499,2473,2852
373.1999,2781,2865
373.2499,3122,2865
373.2999,2781,2852
373.3499,2336,2826
373.3999,1211,2789
373.4499,2403,2739
373.4999,3156,2679
373.5499,2590,2608
373.5999,2490,2529
373.6499,2203,2442
373.6999,2226,2349
373.7499,2030,2251
373.7999,2575,2150
